username	date	retweets	favorites	text	geo	mentions	hashtags	tweetid	conversationid	replyto	permalink	imagelink
GreyGh0ul_	2018-07-21 19:17	0	0	Im allowed to use the hard R when im black, right?				1020809944969482240			https://twitter.com/GreyGh0ul_/status/1020809944969482240	
uUL8QPcRp6GwwFA	2018-07-21 19:17	0	0	バイブも用意してるよ☆命令してくれたらオマンコに ズボズボしちゃう☆ # 裏垢女子			# 裏垢女子	1020809943140610049			https://twitter.com/uUL8QPcRp6GwwFA/status/1020809943140610049	
PILOTSJUMPSUlT	2018-07-21 19:17	0	0	regional at best songs (anathema, clear, ruby, slowtown, be concerned, etc.) deserve better				1020809937809756161			https://twitter.com/PILOTSJUMPSUlT/status/1020809937809756161	
I0ulTNe4FxyRfVO	2018-07-21 19:17	1	0	pic.twitter.com/KrulKs2DEd				1020809901004632066	1020809779705360385	star7113	https://twitter.com/I0ulTNe4FxyRfVO/status/1020809901004632066	https://pbs.twimg.com/media/DiqlL-9U8AEWZmk.jpg
0qF0DzQ1ulPPdGz	2018-07-21 19:16	0	0	おはよう。pic.twitter.com/wTYBfY7hUe				1020809893517770752	1020802133430435840	lanapoke_bot	https://twitter.com/0qF0DzQ1ulPPdGz/status/1020809893517770752	https://pbs.twimg.com/media/DiqlLUhUYAAdmYF.jpg
sUGXvx4oqUl8U3t	2018-07-21 19:16	0	0	ياااه فكرتني بأيام جميله				1020809893375348736	1020721827767873536	HananOlwy321	https://twitter.com/sUGXvx4oqUl8U3t/status/1020809893375348736	
jb9t6CbUlW1MeXP	2018-07-21 19:16	0	0	夢に向かって明るく努力し続ける。そうすれば好転し始めるものである。 # お小遣い稼ぎ # パチンコ好き # 起業者支援			# お小遣い稼ぎ # パチンコ好き # 起業者支援	1020809881467596800			https://twitter.com/jb9t6CbUlW1MeXP/status/1020809881467596800	
iUlEYHlhUGxSLhf	2018-07-21 19:16	0	0	ほんとは好きだけど嫌がる感じで.. # エロ垢			# エロ垢	1020809880045621248			https://twitter.com/iUlEYHlhUGxSLhf/status/1020809880045621248	
jack_ul177	2018-07-21 19:16	0	0	仕事まじ少ないらしい				1020809851591524352	1020800156893995008	ak1aims	https://twitter.com/jack_ul177/status/1020809851591524352	
JUMPSUlTZ	2018-07-21 19:16	0	1	@ joshuadun if debby shows you this please do not look at any of my other tweets please		@ joshuadun		1020809851021287425	1020808464082382853		https://twitter.com/JUMPSUlTZ/status/1020809851021287425	https://pbs.twimg.com/profile_images/1020425381533356034/4hDlBGpp_normal.jpg
uqWUYWUNOSiUlXC	2018-07-21 19:16	0	0	مضى ٢٥،٦٣٥ يوم (ما يعادل ٧٠ سنة، شهران، و ٧ أيام) على الاحتلال الصهيوني لفلسطين.				1020809817601073153			https://twitter.com/uqWUYWUNOSiUlXC/status/1020809817601073153	
I0ulTNe4FxyRfVO	2018-07-21 19:16	0	0	pic.twitter.com/TFjNIA0s70				1020809814371229696	1017243151075979264	SBSunanswered kyh21	https://twitter.com/I0ulTNe4FxyRfVO/status/1020809814371229696	https://pbs.twimg.com/media/DiqlG-RVAAAcXT1.jpg
ULUv4n1LATvLs2s	2018-07-21 19:16	0	0	したいですね(^^)				1020809809946337280	1020808986340159488	eroMiyukiero	https://twitter.com/ULUv4n1LATvLs2s/status/1020809809946337280	
FOOLF0RLOUlS	2018-07-21 19:16	0	0	Mirad cómo debo de estar de dolor de cabeza y cansancio que vino una de las pocas mejores amigas que tengo a una fiesta sin sentido que hay hoy en mi pueblo y no voy y tampoco escuché música EN TODO EL DÍA OSEA IMAGINAD MI DOLOR				1020809798579867648			https://twitter.com/FOOLF0RLOUlS/status/1020809798579867648	
sOLj6TFyl8TPUlS	2018-07-21 19:16	0	0	ここちゃんも気づいてくれた そうだよね私、凌太～なんて呼び捨てしたことないのに？？ ...それにしても、お互い、安定のマサムネランクイン（笑）めちゃめちゃウケちゃった				1020809771098648576	1020666533826068485	vv2524	https://twitter.com/sOLj6TFyl8TPUlS/status/1020809771098648576	https://abs.twimg.com/emoji/v2/72x72/2049.png
f45TSNtzUAqHUlW	2018-07-21 19:16	0	0	ミンミンゼミが鳴いてる 夏がきたな〜って思う				1020809770972803072			https://twitter.com/f45TSNtzUAqHUlW/status/1020809770972803072	
I0ulTNe4FxyRfVO	2018-07-21 19:16	0	0	pic.twitter.com/cB3Sc8C4fD				1020809758264053760	1017243151075979264	SBSunanswered kyh21	https://twitter.com/I0ulTNe4FxyRfVO/status/1020809758264053760	https://pbs.twimg.com/media/DiqlECrVQAATlWG.jpg
privbbye	2018-07-21 19:16	0	0	Мои котята @ ul_kkkkkkkkkkk @ Puhlyi_lalpic.twitter.com/uQ1mhLRBea		@ ul_kkkkkkkkkkk @ Puhlyi_lalpic		1020809749082923008			https://twitter.com/privbbye/status/1020809749082923008	https://pbs.twimg.com/media/DiqlDMNW0AICObE.jpg
d72Ul7lQsTP2NsD	2018-07-21 19:16	0	0	バイトのだけじゃ足りない…もっと遊びたい…やりましょう！！お手伝いさせてください！ # 副業 # 稼がせます # 頑張りやさん			# 副業 # 稼がせます # 頑張りやさん	1020809747648241664			https://twitter.com/d72Ul7lQsTP2NsD/status/1020809747648241664	
XUyYLHUl2jvHDOY	2018-07-21 19:16	0	0	おはようございます				1020809745953779712	1020794073613942784	chaaaaaansaki	https://twitter.com/XUyYLHUl2jvHDOY/status/1020809745953779712	https://abs.twimg.com/emoji/v2/72x72/1f60c.png
