username	date	retweets	favorites	text	geo	mentions	hashtags	tweetid	conversationid	replyto	permalink	imagelink
Go_Aceh	2017-04-09 23:30	0	0	# GoAceh # Aceh Simak Kisah Suku Mante Menurut Keturunan Raja Aceh https://goo.gl/DMitl5 # BandaAceh			# GoAceh # Aceh # BandaAceh	851276108649553921			https://twitter.com/Go_Aceh/status/851276108649553921	
ciko_abigail	2017-04-05 11:54	0	0	Saya menambahkan video ke playlist @ YouTube http://youtu.be/tRHJXzFe5EA?a Detik Detik Makhluk Misterius Aneh di Banda Aceh Suku Mante		@ YouTube		849651536233979905			https://twitter.com/ciko_abigail/status/849651536233979905	
Go_Aceh	2017-04-04 00:59	0	0	# GoAceh # Aceh Yayasan Geutanyoë: Jangan Usik Suku Mante, tapi Lindungi Habitatnya https://goo.gl/bVSbpP # BandaAceh			# GoAceh # Aceh # BandaAceh	849124354025603072			https://twitter.com/Go_Aceh/status/849124354025603072	
KissAceh	2017-04-01 20:30	0	0	PENGAMBIL VIDEO SUKU MANTE BUKA SUARA Banda Aceh - Fredo Pastrana penggemar motocross juga pecinta lingkungan.... http://fb.me/8HBVgbxJh				848331745233690624			https://twitter.com/KissAceh/status/848331745233690624	
KissAceh	2017-04-01 18:35	0	0	KESAKSIAN PAWANG HUTAN ACEH SOAL KEBERADAAN SUKU MANTE Banda Aceh - Seorang pencari rotan di pedalaman Aceh... http://fb.me/1TYBLYhtB				848302708641550336			https://twitter.com/KissAceh/status/848302708641550336	
KissAceh	2017-04-01 18:31	0	0	LEGENDA SUKU MANTE DAN JEJAK KAKI MUNGIL DI PEDALAMAN ACEH Banda Aceh - Suku Mante menjadi pembicaraan hangat... http://fb.me/7vZslw4xE				848301800516050944			https://twitter.com/KissAceh/status/848301800516050944	
KissAceh	2017-04-01 18:27	0	0	PENAMPAKAN SUKU MANTE ACEH DI SOROT DUNIA Banda Aceh - Beberapa hari ini, media sosial dihebohkan dengan... http://fb.me/5jykdCCxu				848300923214372864			https://twitter.com/KissAceh/status/848300923214372864	
dahlandahi	2017-03-30 03:05	0	1	PENGUNGGAH VIDEO 'SUKU MANTE' ANGKAT BICARA Diketahui dari akun Facebooknya, Fredo tinggal di Banda Aceh,... http://fb.me/1fvd2lQ5u				847343899920052224			https://twitter.com/dahlandahi/status/847343899920052224	
HABADAILY	2017-03-28 23:46	0	0	Makhluk misterius yang diduga suku Mante tertangkap kamera anggota komunitas motor trail asal Banda Aceh di salah... http://fb.me/6PF72H5qH				846931634419089408			https://twitter.com/HABADAILY/status/846931634419089408	
Go_Aceh	2017-03-28 04:19	0	0	# GoAceh # Aceh Pakar: Jika Terlalu Dieskpose, Dikhawatirkan Mengusik Suku Mante https://goo.gl/TCGxwn # BandaAceh			# GoAceh # Aceh # BandaAceh	846637785792446464			https://twitter.com/Go_Aceh/status/846637785792446464	
Go_Aceh	2017-03-28 01:17	0	0	# GoAceh # Aceh Pakar Sejarah: Suku Mante ada sebelum Aceh Terbentuk https://goo.gl/FdCJfS # BandaAceh			# GoAceh # Aceh # BandaAceh	846591996579930112			https://twitter.com/Go_Aceh/status/846591996579930112	
Go_Aceh	2017-03-27 23:11	0	0	# GoAceh # Aceh Soal Suku Mante, ini Kata Pakar Sejarah UIN Ar-Raniry https://goo.gl/IHvEH1 # BandaAceh			# GoAceh # Aceh # BandaAceh	846560388070105089			https://twitter.com/Go_Aceh/status/846560388070105089	
Go_Aceh	2017-03-27 22:11	0	0	# GoAceh # Aceh Titik-titik di Rimba Aceh Ini Jadi Saksi Bisu Penampakan Suku Mante https://goo.gl/DoHvh2 # BandaAceh			# GoAceh # Aceh # BandaAceh	846545279469862916			https://twitter.com/Go_Aceh/status/846545279469862916	
Go_Aceh	2017-03-27 10:53	0	0	# GoAceh # Aceh Arkeolog Ini Percaya Suku Mante Masih ada di Hutan Belantara Aceh https://goo.gl/jgsDmt # BandaAceh			# GoAceh # Aceh # BandaAceh	846374586421719040			https://twitter.com/Go_Aceh/status/846374586421719040	
Go_Aceh	2017-03-27 02:42	0	0	# GoAceh # Aceh Legenda Suku Mante dan Jejak Mungil di Aceh https://goo.gl/eD81Um # BandaAceh			# GoAceh # Aceh # BandaAceh	846250974041686016			https://twitter.com/Go_Aceh/status/846250974041686016	
RadioElshinta	2017-03-27 02:13	2	3	Video lihatkan makluk kecil diduga Suku Mante, suku asli Aceh. Penjelasan bersama Sejarawan Univ. Syiah Kuala Banda Aceh, Husaini Ibrahim. pic.twitter.com/QSZtSlSto0				846243738238169088			https://twitter.com/RadioElshinta/status/846243738238169088	https://pbs.twimg.com/media/C752LqXV4AUbhc6.jpg
Go_Aceh	2017-03-26 23:38	0	0	# GoAceh # Aceh Jangan Usik Suku Mante! https://goo.gl/kN1gmA # BandaAceh			# GoAceh # Aceh # BandaAceh	846204670213185536			https://twitter.com/Go_Aceh/status/846204670213185536	
BeritaInternet1	2017-03-25 12:43	0	0	Detik Detik Makhluk Misterius Aneh di Banda Aceh Suku Mante: http://youtu.be/tRHJXzFe5EA?a via @ YouTube		@ YouTube		845677424029421568			https://twitter.com/BeritaInternet1/status/845677424029421568	
sr_faesal	2017-03-25 02:20	5	4	Makhluk misterius. Banyak yg bilang suku Mante dari Aceh Sumber: Komunitas trail Banda Aceh Loc: Aceh pic.twitter.com/iuFtQl4PDh				845520689398407169			https://twitter.com/sr_faesal/status/845520689398407169	
